# 0 model OpenCL nth 1 exe ../jacobi_c_OpenCL_opt.exe
	1	78	78	78	78	78	78	65	6.031e-05	6.064e-05	6.093e-05	1.000e+30	0.000e+00	-1.000e+00
	1	79	79	79	79	79	79	64	6.307e-05	6.342e-05	6.402e-05	1.000e+30	0.000e+00	-1.000e+00
	1	80	80	80	80	80	80	64	6.177e-05	6.184e-05	6.196e-05	1.000e+30	0.000e+00	-1.000e+00
	1	81	81	81	81	81	81	63	6.510e-05	6.547e-05	6.584e-05	1.000e+30	0.000e+00	-1.000e+00
	1	82	82	82	82	82	82	62	6.760e-05	6.809e-05	6.855e-05	1.000e+30	0.000e+00	-1.000e+00
	1	83	83	83	83	83	83	61	6.744e-05	6.847e-05	6.931e-05	1.000e+30	0.000e+00	-1.000e+00
	1	84	84	84	84	84	84	60	7.065e-05	7.090e-05	7.120e-05	1.000e+30	0.000e+00	-1.000e+00
	1	85	85	85	85	85	85	60	7.270e-05	7.321e-05	7.381e-05	1.000e+30	0.000e+00	-1.000e+00
	1	86	86	86	86	86	86	59	7.275e-05	7.331e-05	7.397e-05	1.000e+30	0.000e+00	-1.000e+00
	1	87	87	87	87	87	87	58	7.621e-05	7.654e-05	7.721e-05	1.000e+30	0.000e+00	-1.000e+00
	1	88	88	88	88	88	88	58	7.619e-05	7.643e-05	7.676e-05	1.000e+30	0.000e+00	-1.000e+00
	1	89	89	89	89	89	89	57	7.811e-05	7.862e-05	7.915e-05	1.000e+30	0.000e+00	-1.000e+00
	1	90	90	90	90	90	90	56	8.109e-05	8.135e-05	8.164e-05	1.000e+30	0.000e+00	-1.000e+00
	1	91	91	91	91	91	91	56	8.316e-05	8.347e-05	8.389e-05	1.000e+30	0.000e+00	-1.000e+00
	1	92	92	92	92	92	92	55	8.266e-05	8.302e-05	8.329e-05	1.000e+30	0.000e+00	-1.000e+00
	1	93	93	93	93	93	93	55	8.587e-05	8.624e-05	8.671e-05	1.000e+30	0.000e+00	-1.000e+00
	1	94	94	94	94	94	94	54	8.893e-05	8.939e-05	8.999e-05	1.000e+30	0.000e+00	-1.000e+00
	1	95	95	95	95	95	95	53	8.940e-05	8.996e-05	9.062e-05	1.000e+30	0.000e+00	-1.000e+00
	1	96	96	96	96	96	96	53	8.549e-05	8.573e-05	8.597e-05	1.000e+30	0.000e+00	-1.000e+00
	1	97	97	97	97	97	97	52	9.508e-05	9.566e-05	9.646e-05	1.000e+30	0.000e+00	-1.000e+00
	1	98	98	98	98	98	98	52	1.029e-04	1.032e-04	1.040e-04	1.000e+30	0.000e+00	-1.000e+00
	1	99	99	99	99	99	99	51	1.032e-04	1.036e-04	1.048e-04	1.000e+30	0.000e+00	-1.000e+00
	1	100	100	100	100	100	100	51	1.039e-04	1.046e-04	1.053e-04	1.000e+30	0.000e+00	-1.000e+00
	1	101	101	101	101	101	101	50	1.106e-04	1.111e-04	1.114e-04	1.000e+30	0.000e+00	-1.000e+00
	1	102	102	102	102	102	102	50	1.123e-04	1.126e-04	1.135e-04	1.000e+30	0.000e+00	-1.000e+00
	1	103	103	103	103	103	103	49	1.125e-04	1.127e-04	1.128e-04	1.000e+30	0.000e+00	-1.000e+00
	1	104	104	104	104	104	104	49	1.094e-04	1.098e-04	1.109e-04	1.000e+30	0.000e+00	-1.000e+00
	1	105	105	105	105	105	105	48	1.200e-04	1.201e-04	1.202e-04	1.000e+30	0.000e+00	-1.000e+00
	1	106	106	106	106	106	106	48	1.222e-04	1.228e-04	1.235e-04	1.000e+30	0.000e+00	-1.000e+00
	1	107	107	107	107	107	107	47	1.230e-04	1.232e-04	1.234e-04	1.000e+30	0.000e+00	-1.000e+00
	1	108	108	108	108	108	108	47	1.236e-04	1.238e-04	1.240e-04	1.000e+30	0.000e+00	-1.000e+00
